mesa,A540,A500,A520,P13,A590,A560,A570,blancos,nulos
2928,70,125,31,6,7,15,4,1,3
2933,51,141,37,4,8,25,1,5,5
3027,87,73,30,5,4,17,3,7,11
2945,63,89,48,7,3,14,7,9,10
3025,80,50,34,7,1,17,2,13,17
3023,87,61,33,5,6,11,11,9,12
3026,88,70,40,6,2,14,8,5,6
2918,45,144,45,1,5,9,4,6,0
2927,65,157,25,6,4,10,1,2,7
3024,72,60,60,7,4,16,8,3,18
2926,45,155,26,2,4,25,2,2,1
2925,58,140,42,4,6,18,4,4,3
2915,57,156,31,3,3,19,4,6,3
2943,75,79,37,10,4,24,7,10,14
2914,60,159,22,6,7,17,0,5,8
2920,57,150,27,3,12,15,0,6,3
2962,44,126,37,3,8,21,2,4,4
2921,58,148,28,0,8,12,5,5,4
2916,63,136,22,1,1,18,2,6,3
2913,58,155,24,5,6,11,3,4,3
2919,61,158,34,2,2,15,1,2,3
2917,51,160,30,2,5,25,0,4,2
2923,42,138,27,0,7,13,4,9,7
2930,54,172,16,1,3,20,3,9,2
2924,65,137,23,2,7,12,4,7,5
2931,58,150,33,4,6,14,2,2,6
2922,75,155,19,0,8,11,0,5,6
3020,90,62,41,3,4,20,7,7,16
3021,83,64,35,11,1,15,5,4,2
2929,75,154,34,0,3,13,1,5,3
3019,87,62,39,3,0,17,2,10,14
3018,83,67,37,4,1,12,2,13,7
3016,82,58,40,11,2,18,2,6,18
3015,104,50,29,6,4,14,6,6,12
1489,110,72,39,10,6,14,7,3,11
1486,103,76,52,2,4,15,3,5,16
1490,80,92,55,5,1,17,4,16,10
1488,89,78,51,5,2,17,8,4,17
1487,100,75,44,1,2,18,4,7,16
1484,109,92,45,6,3,22,4,6,8
1485,103,83,48,7,3,17,6,14,6
3017,83,83,34,5,5,15,8,5,10
1483,98,75,49,7,2,26,7,3,0
1482,80,94,43,6,4,21,3,3,5
1995,72,167,24,1,5,8,4,7,3
1481,106,77,56,3,2,8,5,6,14
1479,81,90,58,6,3,19,3,4,12
1478,85,50,37,7,2,16,3,4,10
1993,84,151,22,0,5,13,2,4,2
1992,80,155,25,4,8,6,1,2,10
1480,67,98,53,5,2,26,5,8,14
2951,43,158,27,1,6,15,3,3,7
2950,51,116,52,3,5,25,3,7,3
1994,77,165,23,2,6,9,1,3,2
2952,54,138,38,2,2,18,1,5,4
2954,40,140,49,0,5,19,1,3,3
1991,85,142,24,4,7,10,5,1,4
2953,36,147,27,1,4,17,1,3,6
2949,41,149,32,0,5,32,4,3,2
2649,80,99,32,4,2,14,8,7,11
2650,93,56,31,7,4,19,2,12,8
2947,43,134,33,1,2,34,3,5,6
2948,48,142,28,2,4,20,4,4,7
2651,68,94,44,3,6,20,3,14,3
2644,0,0,0,0,0,0,0,0,0
2648,94,86,24,5,3,16,6,5,10
2643,79,77,41,3,1,19,3,4,19
2642,88,93,32,3,1,17,6,5,14
2645,77,90,40,3,1,11,6,5,5
2647,99,64,44,6,1,19,4,4,10
2646,103,62,50,3,2,20,6,2,16
2641,88,79,32,5,2,28,0,17,12
2640,71,83,42,3,0,15,3,4,15
2958,37,145,29,4,3,20,0,1,4
1999,76,172,18,1,5,11,1,1,6
1998,79,170,22,0,5,11,0,3,5
2956,43,129,38,2,4,32,0,4,4
927,77,76,42,4,0,30,4,15,8
2960,66,121,35,1,3,15,4,3,4
2955,54,122,31,4,4,12,3,5,9
2959,43,147,38,4,2,18,6,3,10
2961,56,119,37,5,3,22,4,7,4
2957,52,136,40,0,5,21,2,8,2
2941,81,76,31,3,6,19,6,14,17
2940,74,79,39,11,4,16,5,11,20
2936,67,90,43,10,1,24,4,7,13
2938,51,70,51,6,2,20,7,3,52
929,73,85,24,3,1,22,9,10,12
2937,64,94,46,3,2,20,7,8,13
2942,72,87,38,3,1,16,6,5,22
2669,103,65,48,4,2,23,1,8,11
2939,53,89,48,7,2,23,5,13,8
2667,86,90,36,0,1,20,9,1,9
2668,82,75,44,4,1,16,6,8,8
2665,82,82,51,5,2,17,2,6,11
2661,102,68,40,3,5,17,1,2,11
2663,95,71,36,5,2,11,4,11,17
2664,95,57,33,9,3,9,6,11,8
2666,77,87,51,7,0,12,9,2,7
2662,110,74,38,4,2,20,2,5,13
2660,79,87,50,3,2,14,5,4,13
924,83,78,46,5,4,22,4,13,11
922,78,75,28,5,3,13,4,9,18
926,75,80,41,9,1,23,5,7,22
2638,96,83,40,1,2,14,7,10,11
2637,83,73,38,6,1,19,4,5,22
2623,86,72,43,6,3,15,4,4,12
2624,86,85,30,6,2,20,6,6,15
2625,94,85,35,6,2,6,3,10,10
3014,84,68,54,6,0,18,6,4,13
3013,93,77,35,4,1,20,5,2,8
2636,76,72,51,5,1,17,10,9,13
2635,61,73,44,7,4,16,4,11,16
2621,96,60,42,3,1,24,2,1,17
2622,102,75,47,8,2,12,4,9,5
2594,73,116,44,2,4,16,2,7,2
3012,85,70,33,4,3,14,5,10,16
2659,93,66,37,4,1,13,7,12,9
2592,101,64,33,9,0,18,4,133,13
2590,68,70,55,3,4,20,4,9,29
2593,79,69,32,8,2,22,6,10,14
2591,79,82,29,5,2,24,4,8,16
2589,102,99,30,2,3,20,10,2,1
2585,98,80,31,8,2,16,4,7,3
2587,86,62,57,2,5,19,3,6,12
2614,77,94,46,8,2,15,5,3,19
2586,95,99,31,4,3,16,5,3,9
2610,0,0,0,0,0,0,0,0,0
2588,90,89,31,2,2,21,6,0,0
2608,83,91,45,4,2,19,2,7,13
2609,0,0,0,0,0,0,0,0,0
2584,88,97,30,7,5,18,4,9,9
2612,85,68,50,10,1,20,7,5,10
2611,77,78,56,5,6,20,2,9,19
2607,79,74,40,5,1,20,4,10,11
2613,92,79,34,5,2,26,1,2,16
2606,74,88,34,4,2,22,6,7,15
923,79,78,41,5,2,25,1,7,12
2603,94,67,40,6,2,17,5,14,20
2604,84,80,44,0,3,24,3,5,11
2605,101,58,37,7,7,9,2,4,10
2599,87,68,34,7,1,17,5,3,16
2602,100,67,43,3,3,23,3,12,9
2597,79,70,52,3,1,13,0,9,8
2600,87,87,36,4,1,16,3,5,14
925,59,92,37,5,4,28,12,5,11
2601,78,92,43,3,2,20,5,2,4
2596,88,81,34,1,3,14,3,8,10
2619,111,56,41,5,2,15,5,7,16
2595,64,90,32,2,1,6,4,7,38
2598,67,82,43,5,2,19,4,4,16
2615,95,76,34,2,3,25,7,10,12
2620,87,82,44,2,1,23,7,5,9
2616,83,104,31,6,2,21,5,4,3
2617,86,73,42,1,6,20,9,11,11
3009,80,76,38,1,5,21,2,2,15
3010,83,57,50,5,2,11,7,14,11
3011,76,57,49,2,2,16,2,8,14
2618,72,88,40,8,2,20,6,8,9
2634,97,88,37,4,3,16,8,7,10
3008,86,79,38,4,3,17,5,7,17
2632,91,74,40,7,2,22,12,8,8
2631,89,67,37,6,1,24,4,9,9
3007,75,75,36,5,2,12,3,10,14
2630,98,77,28,2,0,17,5,2,7
2628,81,79,40,2,4,10,11,12,28
2633,81,80,45,5,1,19,5,3,11
2629,84,79,50,6,2,19,6,3,13
2627,91,73,32,7,4,17,4,7,18
2658,114,69,30,6,2,11,6,7,12
2626,99,69,38,6,1,14,3,5,19
2654,97,76,37,2,7,16,3,9,11
2656,91,62,41,10,3,14,7,3,10
2657,92,70,47,3,2,19,5,6,10
2655,100,66,36,2,2,16,0,0,10
921,85,97,32,3,4,19,3,3,11
920,68,101,34,3,3,25,4,19,1
2653,101,66,30,4,2,9,7,10,11
919,86,90,37,10,2,20,3,3,8
1468,59,85,45,6,2,20,12,4,13
1463,84,75,46,4,2,21,4,5,9
2903,65,109,35,2,4,32,3,6,15
19,0,0,0,0,0,0,0,0,0
2902,57,137,40,3,2,26,2,3,6
1477,76,82,46,5,2,22,2,5,21
18,62,96,30,4,5,25,3,9,1
17,48,110,40,6,4,14,4,3,12
1074,68,100,32,2,2,36,8,5,9
1936,72,98,47,4,1,22,3,5,13
1076,71,104,33,3,5,30,3,5,16
1902,86,61,56,3,1,9,7,5,13
1903,82,70,35,7,1,12,11,6,14
2904,60,108,41,3,5,28,5,7,10
1073,55,117,25,4,4,31,3,7,14
1897,105,52,32,9,3,9,5,11,11
1895,109,56,34,6,1,8,3,9,16
1896,85,36,51,4,2,10,5,10,9
1075,76,108,43,4,1,28,2,1,13
16,50,94,31,5,5,14,7,4,3
1860,0,0,0,0,0,0,0,0,0
1894,86,58,46,6,2,16,6,5,14
1861,77,112,40,5,7,25,5,2,4
1859,59,129,37,1,3,17,13,1,10
1857,62,122,33,0,5,29,6,5,6
1467,68,74,52,4,4,18,11,4,6
1862,75,102,47,3,3,19,9,5,4
1901,86,52,46,6,0,14,8,9,22
1858,66,129,43,2,3,21,3,0,7
1893,79,61,48,4,1,21,1,7,13
1898,97,50,45,7,7,19,2,9,17
1856,66,120,40,4,3,22,6,5,7
1899,79,37,41,8,4,16,5,20,18
1900,95,47,37,8,1,11,3,11,17
1883,98,34,46,8,1,17,4,9,10
1882,88,59,49,9,6,7,4,5,15
1854,55,118,47,3,3,29,3,6,10
1855,69,120,35,2,3,21,3,3,5
1071,62,105,41,5,7,28,4,4,8
1066,54,88,52,1,7,25,4,4,15
1067,52,111,35,6,8,28,11,7,9
1072,59,100,31,5,2,23,0,26,11
1070,59,113,34,3,8,29,5,3,6
1089,58,103,33,3,5,37,9,7,8
1069,59,92,46,3,3,25,1,7,13
1068,53,106,31,3,7,24,5,8,28
1087,78,88,28,7,8,29,5,4,12
1090,54,97,36,3,3,26,6,7,15
1091,87,76,40,7,3,32,3,3,5
1088,67,108,33,8,4,26,6,6,6
1092,63,107,39,3,2,18,3,4,7
1065,58,106,28,3,2,30,4,9,6
1086,83,84,31,4,2,24,0,5,10
1080,58,99,36,3,5,36,6,7,5
1084,51,89,31,3,2,31,9,5,8
1082,54,106,44,3,0,25,4,6,15
1078,61,112,46,4,2,18,7,6,9
1083,75,94,43,4,6,29,4,5,9
61,56,86,38,2,2,25,2,3,8
1079,62,107,33,3,6,27,7,4,6
1077,71,81,43,2,4,35,2,8,6
1081,58,91,44,4,2,31,10,3,3
1085,62,94,39,5,0,32,4,6,10
1098,68,88,44,2,1,29,8,3,9
1096,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0
13,38,103,46,3,10,17,3,3,4
1099,56,106,38,7,2,23,1,10,10
1093,67,94,35,4,2,26,3,3,9
1094,65,92,38,7,5,31,8,4,7
15,46,107,32,4,8,18,2,6,3
1095,69,80,45,3,4,24,3,3,22
11,48,99,43,4,2,21,6,1,5
12,53,100,43,3,7,20,7,3,3
14,59,109,32,5,6,13,4,4,4
8,67,82,26,4,7,21,6,2,11
10,56,96,43,4,3,21,8,7,2
9,53,90,40,2,8,17,7,4,8
1917,56,108,33,6,4,32,7,2,13
1916,64,100,42,3,5,25,7,4,9
1918,55,100,48,4,5,25,12,3,14
1920,76,105,49,2,2,22,4,10,6
1911,50,95,42,4,10,32,6,3,6
1919,87,79,54,7,5,20,4,4,13
1915,63,94,48,4,4,32,5,3,15
1469,71,83,38,7,4,21,7,3,7
1912,57,113,40,1,7,13,9,7,11
1914,64,101,4,6,6,24,10,2,7
1910,57,107,42,6,6,31,4,3,8
1913,81,95,33,3,3,29,2,0,8
1907,51,123,55,2,3,26,3,3,11
1909,54,86,47,4,5,25,11,5,9
1905,49,126,30,3,0,28,6,4,11
1934,61,108,33,2,1,29,3,5,8
1933,0,0,0,0,0,0,0,0,0
1935,59,122,46,6,7,24,4,1,5
1906,73,97,40,6,6,28,5,3,4
1904,65,103,40,3,1,22,3,5,9
1932,65,120,34,2,1,25,5,6,8
1928,64,103,33,7,8,33,6,4,15
1925,65,81,61,1,4,20,5,6,2
1930,53,128,27,5,2,22,9,8,7
1926,57,99,50,3,4,25,7,2,7
1931,59,103,38,3,3,29,8,4,6
1929,68,111,23,5,2,39,8,8,8
1927,66,89,40,2,4,29,7,7,10
1908,71,90,41,4,3,29,8,8,11
1924,59,104,41,0,3,26,6,2,7
2899,60,119,51,2,1,29,5,7,9
2898,73,106,49,0,2,23,7,2,6
1923,46,109,36,5,5,23,7,6,6
1921,56,95,45,5,2,36,3,9,14
2901,59,117,35,2,3,27,7,2,13
2900,57,116,48,3,7,28,5,2,5
41,58,90,38,2,6,28,7,2,3
1922,64,123,26,1,7,23,3,8,5
44,53,106,35,3,9,20,3,3,4
45,46,116,33,4,7,20,2,7,2
40,45,102,29,3,4,24,3,3,3
38,50,109,47,1,3,22,3,3,2
1476,83,86,46,7,0,23,4,12,9
42,44,97,37,1,12,23,3,5,6
37,49,109,36,2,3,23,3,4,2
43,42,109,45,5,4,20,3,3,6
39,51,97,41,3,5,19,2,6,4
1475,60,98,36,3,4,27,7,2,12
1474,67,96,39,2,6,32,9,6,8
1462,75,93,44,5,3,29,3,1,9
1470,91,76,45,3,6,24,5,3,10
1461,80,81,30,5,1,18,4,4,11
1460,77,69,45,5,0,22,4,4,39
1472,77,83,53,3,3,18,3,5,11
1471,78,90,50,5,4,24,9,4,3
1457,87,87,55,7,3,16,2,10,10
1473,72,71,48,4,3,23,3,5,13
1458,89,90,36,9,1,19,4,8,17
1455,86,86,46,9,2,17,8,4,15
1459,88,84,37,3,1,23,7,2,16
2582,80,83,46,8,4,12,6,6,22
2581,82,82,49,9,5,17,4,6,19
1454,90,88,31,7,4,24,4,7,12
1453,74,82,48,5,4,35,8,1,10
1456,94,62,48,4,6,13,6,3,10
2580,82,72,44,5,1,17,3,10,17
2583,73,76,46,7,2,28,4,7,18
1850,76,122,39,5,3,18,5,4,5
1852,66,97,54,2,3,24,6,2,5
1849,70,98,26,1,5,20,7,27,1
1853,63,109,52,4,7,25,5,5,0
1844,66,125,36,2,7,14,2,4,8
1846,59,119,40,2,5,26,5,6,4
1892,73,56,50,2,1,18,3,7,17
1851,70,90,67,5,7,18,2,13,7
1847,72,98,45,1,5,28,5,11,8
1890,98,50,50,5,2,12,4,9,11
1848,59,132,37,2,5,29,2,6,2
1888,81,60,49,7,2,20,8,15,18
1889,111,38,51,8,2,18,0,13,12
1886,0,0,0,0,0,0,0,0,0
1884,81,64,37,5,4,20,0,9,16
1885,115,34,50,4,0,15,6,15,10
1872,88,51,44,12,3,9,4,6,11
1871,104,64,43,6,3,11,8,7,12
1867,82,59,25,7,4,17,7,5,13
1887,78,64,46,3,2,17,2,9,10
1866,91,46,60,4,1,11,2,7,14
1869,84,49,58,11,4,9,4,8,8
1864,101,63,46,11,8,9,6,9,20
1863,75,61,46,6,9,11,11,8,14
1891,96,53,45,6,3,15,7,8,20
1865,95,48,45,12,2,10,6,1,3
1868,64,53,49,10,3,19,0,7,22
1870,78,52,41,15,7,19,1,11,14
1845,56,133,45,3,4,23,6,0,3
1877,99,40,47,3,2,18,2,13,11
1881,93,47,44,4,2,11,7,11,10
1880,90,51,45,6,0,9,3,8,24
1874,99,57,40,6,4,18,5,7,10
1876,102,61,51,3,2,13,8,11,11
1878,91,47,49,8,4,18,6,9,28
1875,109,54,39,8,3,14,1,8,14
1450,79,88,55,2,1,28,7,6,3
1449,73,86,49,4,0,24,12,5,13
1879,105,63,41,6,2,9,5,10,10
1451,90,75,39,2,4,26,4,8,10
1447,0,0,0,0,0,0,0,0,0
1452,93,100,28,6,1,26,7,6,12
1445,83,83,53,4,1,17,11,6,11
1873,91,51,34,9,5,9,4,16,15
1443,79,89,43,7,3,14,9,2,14
2911,58,107,47,1,4,31,5,3,10
1446,86,68,48,5,4,15,6,5,8
1444,86,93,52,1,4,23,4,4,15
2912,60,142,40,5,2,23,5,1,7
2908,68,128,37,1,2,23,4,4,6
2910,74,99,40,5,1,28,6,1,8
2909,66,123,38,1,5,27,5,5,3
1448,72,85,40,6,3,19,6,6,14
2905,54,129,34,3,5,27,5,5,8
2906,69,104,49,1,4,31,3,4,6
1465,82,80,46,7,5,20,8,5,11
2907,63,121,39,5,8,27,4,3,4
1466,63,77,53,8,4,17,0,10,5
1464,90,76,37,5,1,21,4,6,16
57,72,92,34,5,5,21,8,2,4
60,63,88,41,5,3,20,5,7,7
508,69,83,31,2,2,26,6,1,10
471,62,93,41,5,1,27,4,6,9
473,81,93,32,3,2,22,5,6,4
1107,48,117,40,1,8,24,4,3,8
472,62,91,49,4,4,29,4,4,12
56,49,101,38,3,5,17,7,8,4
58,53,90,45,4,3,23,10,4,3
59,37,91,34,4,5,28,9,8,5
463,100,42,40,3,2,9,6,21,22
497,62,86,38,1,5,26,6,8,3
487,73,87,47,1,1,24,9,3,9
1945,62,106,42,3,12,27,4,4,8
1946,62,102,40,7,5,30,2,5,6
1944,63,98,51,3,3,27,9,5,7
498,60,89,33,6,4,33,3,7,8
1948,63,103,49,5,4,22,6,5,11
499,61,91,43,5,1,20,11,6,8
1947,56,102,42,4,4,25,8,10,8
1941,0,0,0,0,0,0,0,0,0
1942,53,93,52,3,3,28,7,3,10
1940,60,86,46,3,3,20,7,9,15
1939,56,95,50,4,0,26,6,6,9
1943,60,99,42,7,7,21,7,10,2
486,58,91,27,4,1,32,5,3,15
1937,63,107,40,6,3,24,5,3,13
484,67,88,35,4,3,27,6,3,8
485,70,88,28,5,2,27,4,6,5
1938,72,85,38,3,2,32,4,3,12
481,57,97,46,5,6,29,8,4,9
479,61,118,41,5,2,25,4,2,2
480,79,97,44,3,4,23,4,9,11
478,74,80,32,5,1,27,4,6,15
477,67,101,32,4,5,19,8,6,9
475,54,105,43,5,4,32,5,5,11
483,81,94,38,6,2,14,4,5,7
474,65,95,44,4,3,25,4,11,9
476,61,101,38,6,1,27,4,4,7
493,66,101,48,4,1,22,6,2,12
482,60,77,48,6,5,24,10,18,7
494,55,71,37,5,2,29,6,3,20
496,64,95,40,4,2,20,11,2,9
495,68,92,36,1,4,24,7,7,18
488,79,81,47,5,3,25,6,13,4
489,61,94,40,7,1,23,4,6,17
491,64,89,40,7,1,21,4,4,20
490,57,88,35,3,4,26,3,6,11
492,66,97,43,1,1,19,11,12,9
459,112,37,46,6,2,12,3,19,7
460,96,47,60,5,2,11,4,14,14
462,115,36,36,4,4,8,2,8,15
458,136,33,32,4,8,12,4,25,13
461,98,41,55,8,4,13,10,6,13
457,90,50,55,6,2,23,3,10,10
456,107,46,34,4,3,16,3,8,30
1106,66,93,34,7,3,18,8,8,20
451,117,35,37,5,3,13,10,17,14
454,103,33,49,4,0,13,9,8,10
455,116,29,49,3,6,7,3,9,16
452,120,49,40,4,0,13,4,7,18
453,88,50,50,3,1,11,2,14,19
1101,65,105,35,2,4,26,8,9,11
1103,64,92,42,4,6,33,5,4,7
1104,67,84,43,3,3,31,7,4,17
1952,56,100,41,2,9,31,5,9,8
1105,64,84,34,7,5,29,7,4,7
1951,64,107,27,1,7,29,8,8,9
1102,75,94,38,4,3,26,6,2,7
1949,61,105,41,7,7,21,7,6,16
468,62,93,41,0,4,23,3,5,2
1100,63,92,47,5,3,30,7,5,11
469,50,123,35,4,9,29,6,5,7
467,67,89,42,4,6,21,4,6,7
1950,59,95,49,2,4,24,4,4,13
466,74,96,34,2,3,26,4,3,6
470,59,78,51,3,0,25,5,9,16
465,80,93,45,5,5,23,4,5,7
507,75,85,50,4,1,25,5,6,9
503,58,101,45,0,2,25,0,3,13
506,79,85,32,7,4,25,5,7,11
464,67,101,23,5,4,26,8,4,8
501,73,89,49,6,4,25,3,1,11
505,56,85,40,2,3,34,8,8,17
502,71,89,39,7,7,19,4,9,7
504,62,86,37,6,5,20,4,13,15
53,0,0,0,0,0,0,0,0,0
55,57,99,37,7,6,11,4,8,3
52,59,77,50,5,5,22,8,6,3
500,67,80,40,5,2,22,5,5,13
49,0,0,0,0,0,0,0,0,0
50,51,105,50,3,6,21,6,10,8
48,43,89,45,7,3,19,4,9,10
46,69,92,40,3,5,17,2,0,4
54,56,92,21,3,2,29,11,2,6
51,50,86,38,3,5,16,5,4,8
47,47,96,30,4,7,28,12,6,7
2579,94,76,31,6,2,14,6,5,23
34,52,101,38,3,4,16,3,3,5
33,51,92,52,1,4,20,7,6,4
117,61,95,34,3,8,34,10,7,4
77,50,110,35,3,11,32,4,5,9
2576,76,72,41,0,5,17,10,9,19
35,48,125,31,2,3,20,3,5,3
116,44,110,44,6,3,32,6,2,6
79,38,109,48,1,4,41,4,5,4
36,62,86,40,1,4,25,7,5,5
78,58,104,37,5,6,31,5,3,6
89,38,102,35,4,3,28,5,4,8
115,51,109,49,4,8,35,8,3,4
88,41,110,54,3,6,31,9,1,2
92,63,93,31,4,5,29,3,2,5
90,65,87,46,2,7,25,7,9,6
91,49,100,43,3,6,28,5,1,8
224,64,107,40,4,7,27,11,3,8
222,72,94,37,7,3,22,10,43,10
179,69,90,42,6,0,34,10,9,9
221,89,88,39,4,7,26,1,4,2
223,84,101,38,7,6,14,9,4,5
182,63,109,52,2,5,22,6,7,8
178,74,97,40,7,3,34,8,4,10
181,77,92,50,6,4,23,7,0,5
180,85,88,32,3,3,23,6,5,8
176,79,80,34,5,6,25,4,10,9
217,90,97,43,2,5,19,2,2,10
216,78,103,31,3,3,23,9,0,0
177,78,105,32,5,6,33,7,2,4
220,68,93,44,3,3,22,6,14,6
219,72,107,38,5,3,24,4,6,12
214,74,95,31,7,10,24,3,9,5
218,80,102,40,2,9,30,6,6,8
215,67,100,40,2,4,25,7,13,5
208,73,96,49,3,6,18,8,7,6
213,73,84,48,5,3,24,0,5,9
210,75,101,37,0,3,28,2,5,10
2575,104,75,27,4,1,16,4,12,18
211,75,92,39,5,6,36,8,7,9
207,57,120,40,0,5,31,3,5,12
2577,95,79,37,5,2,12,3,9,9
212,68,93,36,4,2,25,5,3,23
206,71,93,42,5,2,31,2,7,16
204,75,108,33,4,2,30,7,8,4
205,76,119,32,3,1,16,7,7,7
209,71,85,52,1,3,33,9,2,7
203,59,109,39,3,6,25,3,7,10
201,59,111,40,4,3,18,0,11,0
202,80,93,43,4,4,22,5,5,5
200,71,92,61,2,3,25,6,8,5
199,80,112,35,4,5,22,5,3,10
198,64,89,40,8,6,25,18,6,10
84,42,113,42,3,7,37,5,11,3
86,46,93,49,3,9,28,5,6,10
85,64,94,36,1,8,24,7,13,11
83,50,103,45,5,6,33,4,5,5
87,40,112,51,4,5,17,7,3,5
81,58,98,50,2,5,21,4,5,12
82,59,109,43,3,3,29,6,2,5
866,46,116,38,0,3,33,3,4,5
114,43,99,42,1,9,30,5,21,2
113,47,102,49,1,6,31,7,5,13
865,64,103,27,4,3,33,4,4,5
905,79,96,29,1,3,28,3,3,8
906,74,95,35,5,4,20,8,3,11
886,76,96,35,4,1,19,2,3,10
876,68,93,34,5,1,23,1,4,17
898,82,84,36,12,4,16,5,6,11
863,73,83,30,3,3,20,9,7,24
864,71,101,36,4,3,23,2,4,8
885,104,77,22,2,0,25,3,4,10
856,82,70,42,6,2,35,6,4,12
857,62,115,33,2,1,20,11,10,10
858,52,104,38,7,3,30,1,5,9
854,88,82,49,4,2,15,5,6,10
875,71,77,46,2,0,17,9,7,16
855,66,98,31,2,7,20,4,7,8
873,72,88,41,1,2,20,4,7,10
870,79,71,53,3,1,22,8,9,7
852,84,90,44,6,1,19,5,3,10
874,93,73,39,4,1,16,1,10,11
869,75,86,40,0,5,23,3,4,16
871,63,93,40,2,3,23,10,4,12
853,70,96,33,5,1,16,3,6,10
868,61,94,37,3,2,19,7,16,8
897,75,78,37,1,2,17,5,23,4
872,70,69,40,3,3,24,6,5,6
867,79,90,26,2,2,21,6,5,10
895,79,85,32,9,0,16,5,7,11
892,77,75,33,4,2,22,8,7,5
891,68,89,43,4,2,28,9,6,5
894,77,97,39,2,1,24,5,5,15
896,79,64,49,6,4,16,11,9,6
893,74,91,44,6,2,20,4,2,11
890,75,101,21,3,1,28,5,6,16
888,57,68,39,3,3,34,8,10,11
860,79,96,35,2,4,21,8,5,14
80,59,102,47,1,8,27,3,5,4
861,72,99,31,2,5,23,4,6,13
889,73,92,32,4,4,27,9,3,13
862,73,99,37,2,4,17,3,5,15
883,49,105,24,3,3,20,7,5,22
881,95,84,24,1,4,15,4,4,12
859,63,91,32,2,0,36,6,7,4
880,82,84,46,7,1,22,7,7,5
884,76,82,33,7,3,18,7,16,5
879,73,87,36,2,5,33,4,5,7
882,64,115,32,6,9,23,3,0,0
877,64,100,41,5,1,21,3,7,9
887,75,101,27,1,2,22,7,4,11
901,57,92,54,4,1,29,3,4,6
878,58,110,38,5,3,18,6,4,11
904,72,97,37,7,3,19,8,7,9
903,49,106,40,5,2,23,4,5,15
111,49,98,39,3,6,32,2,1,4
902,71,89,53,4,3,18,6,3,17
2578,92,71,40,5,0,16,2,12,12
109,48,104,57,4,5,31,12,4,4
900,67,99,31,0,3,17,5,10,10
110,45,118,42,5,4,26,4,1,6
112,49,118,58,3,3,20,7,1,0
899,80,110,36,3,6,14,4,4,3
107,63,98,37,3,3,36,2,7,6
103,48,89,58,4,5,22,6,6,4
108,61,103,41,3,6,26,5,5,4
104,55,96,61,4,4,26,5,5,0
105,39,113,42,1,3,31,6,4,6
76,56,91,64,2,5,32,8,0,0
74,53,100,40,0,8,30,4,5,9
72,50,99,42,3,4,20,6,8,7
75,53,99,38,3,2,33,5,5,9
73,53,105,49,6,3,24,4,3,3
69,55,117,34,1,10,21,10,6,4
71,43,106,54,3,8,25,5,1,1
187,76,101,40,11,3,20,11,9,4
189,66,118,39,4,3,19,8,4,7
197,83,94,41,4,5,29,8,6,5
68,54,120,37,1,5,28,5,3,5
188,78,107,41,3,9,26,4,5,3
67,47,102,49,4,3,22,7,4,2
70,37,115,49,3,4,31,2,7,5
186,71,104,38,3,2,22,4,6,10
195,70,94,46,7,3,30,8,7,4
196,79,101,44,1,4,32,9,7,5
185,64,119,36,4,2,33,4,11,5
106,62,108,44,1,5,32,7,3,4
194,64,98,56,9,4,19,5,9,3
192,58,103,46,1,4,15,6,4,6
191,65,101,47,3,6,26,2,3,5
193,80,94,45,3,5,19,7,4,7
64,54,91,45,4,8,30,9,4,3
183,80,95,33,5,2,27,8,6,6
190,68,101,37,2,2,22,5,3,7
184,81,102,38,5,7,12,9,7,12
63,55,113,42,4,2,26,5,4,7
65,59,104,53,2,3,32,5,2,8
66,49,99,62,3,2,33,5,3,4
62,45,96,55,3,1,37,4,28,6
2,0,0,0,0,0,0,0,0,0
4,49,112,32,2,5,25,2,4,6
7,52,115,39,3,3,20,7,3,3
6,42,118,33,1,5,19,5,6,3
3,49,93,41,4,4,18,8,6,3
5,47,96,39,3,4,28,8,8,8
7996,46,37,112,4,3,21,3,9,6
1,44,101,43,3,2,20,5,7,3
102,38,120,47,5,4,29,2,4,5
101,43,100,53,1,7,27,4,7,3
98,55,99,33,6,6,27,5,5,5
97,42,107,41,3,4,29,5,3,7
94,53,113,42,0,8,26,3,6,2
100,52,112,46,5,3,16,8,5,7
99,62,93,40,5,5,32,8,6,7
96,60,97,38,5,6,26,8,5,1
32,56,101,34,3,6,19,7,9,3
95,67,104,40,7,4,23,8,7,1
30,48,107,39,3,5,22,3,1,5
93,44,117,33,1,3,25,2,3,3
31,53,93,35,3,6,27,6,6,3
28,42,118,25,2,5,26,4,3,5
27,43,119,25,3,4,13,2,3,5
22,45,108,32,3,3,16,4,6,4
25,46,104,40,5,7,21,4,4,7
21,47,116,33,1,4,19,4,6,4
26,59,96,36,4,5,22,5,4,2
23,37,106,52,2,4,13,5,8,2
24,55,93,40,1,3,18,5,3,2
2574,89,63,42,6,4,13,3,9,11
2573,91,70,42,4,3,16,9,11,12
20,64,87,41,0,10,18,6,9,4
2567,83,84,40,4,3,10,8,6,14
2571,94,75,36,7,4,16,4,5,18
29,47,101,42,1,8,16,2,4,6
2570,96,58,48,8,3,11,5,8,7
2572,77,92,44,5,4,9,7,13,14
2569,106,62,25,9,0,13,6,10,10
2568,113,72,38,5,1,13,6,6,8
