mesa,A540,A500,A520,P13,A590,A560,A570,blancos,nulos
4822,82,84,36,3,3,15,6,7,12
6350,125,89,8,0,0,1,1,11,1
6348,136,85,23,0,2,1,1,6,1
5240,78,34,27,0,1,9,2,13,2
4889,0,0,0,0,0,0,0,0,0
4823,78,69,47,5,1,18,4,13,11
4891,89,69,44,3,3,10,1,29,7
4887,89,63,43,5,5,9,2,26,2
4892,109,56,44,4,6,7,2,26,8
4888,109,75,29,4,6,7,1,28,6
6347,116,103,8,0,0,1,2,14,0
4885,102,59,36,5,1,2,5,27,7
4890,96,62,3,4,3,8,3,27,4
4884,106,57,40,1,7,9,2,32,3
4886,81,78,32,3,3,10,4,44,4
6343,98,156,8,0,0,1,0,18,7
6344,107,186,17,0,0,5,1,16,7
6342,153,85,16,0,0,1,0,31,8
6341,114,139,12,0,2,1,0,13,5
4899,93,66,35,4,1,8,1,30,6
6345,115,123,15,1,0,4,1,26,1
6340,115,110,17,1,0,0,1,33,3
4898,114,51,38,2,6,17,0,23,12
6337,125,130,17,1,0,0,2,19,6
6339,103,127,28,2,0,2,2,19,5
6334,109,134,12,0,1,0,0,25,5
6338,100,145,33,0,0,0,0,12,3
4897,121,51,47,2,2,5,1,36,12
6335,110,124,24,0,1,1,0,24,5
4895,102,42,51,5,3,14,7,28,11
6336,138,119,14,2,1,4,1,10,3
6333,120,117,28,5,0,0,0,16,10
4868,76,60,48,16,3,13,3,8,10
4870,94,49,36,7,1,8,3,9,12
4896,95,59,48,3,5,10,2,29,11
4893,97,61,34,1,2,6,2,39,3
4894,87,71,38,2,3,9,1,40,7
4869,106,61,32,5,2,8,4,4,11
4867,84,61,44,7,1,17,5,8,12
4864,86,55,36,6,6,10,4,11,12
4863,94,62,46,3,1,5,8,9,5
4865,123,53,22,6,0,9,5,6,18
4866,91,56,42,3,0,4,4,0,0
4917,75,50,54,3,2,9,0,29,7
4916,95,59,25,3,3,5,0,49,8
4919,86,67,37,2,4,10,2,33,12
4918,93,66,39,3,4,9,2,18,8
4912,101,50,45,2,3,8,4,37,7
4914,94,55,39,2,1,9,0,30,6
4915,103,51,36,2,3,7,0,25,1
4909,0,0,0,0,0,0,0,0,0
4911,90,63,41,1,4,8,2,31,8
4913,69,75,39,3,7,8,3,28,5
4860,100,34,34,8,3,7,2,8,12
4859,74,66,48,8,0,49,5,9,8
4910,99,52,40,2,0,7,4,31,3
4857,96,52,48,5,2,6,5,4,2
4854,99,53,28,10,3,9,7,2,15
4853,96,56,35,5,1,14,2,8,6
4852,80,51,38,15,4,12,0,6,14
4855,104,47,41,6,2,7,3,8,10
4856,92,62,28,9,2,10,3,5,6
4850,94,51,48,4,4,17,7,4,11
4851,96,63,35,5,3,9,3,3,9
4849,116,53,30,6,1,13,1,5,10
4848,83,54,47,6,0,6,3,7,9
4846,77,65,49,10,1,4,0,3,6
4858,113,53,27,9,3,7,3,7,8
4844,81,63,37,8,2,13,1,2,16
4847,120,47,25,8,1,9,2,4,6
6351,33,23,4,1,0,1,1,5,2
4845,89,59,41,6,1,12,4,4,13
4843,92,64,30,12,4,11,3,6,6
4872,85,57,38,2,4,23,3,8,7
5181,65,30,46,3,4,13,5,4,2
5180,62,26,68,2,2,8,1,4,1
4827,74,79,34,2,5,16,3,8,12
4828,83,77,34,2,2,12,3,9,13
4873,87,61,42,4,1,13,1,10,5
4820,102,77,45,9,0,7,2,8,9
4826,93,75,38,8,2,15,3,4,7
4926,123,36,48,5,2,5,0,37,8
6332,66,22,1,1,0,0,0,2,1
4906,106,54,51,4,5,9,1,30,10
4907,75,62,38,3,10,10,2,39,9
4925,99,45,69,4,2,15,2,26,4
4924,103,55,49,0,4,7,3,39,4
4908,94,58,37,2,2,5,0,32,4
4883,84,74,43,2,4,5,2,21,10
4834,83,90,49,8,2,6,5,12,10
4905,83,52,31,4,3,8,2,39,7
4831,77,103,44,8,0,14,2,6,6
4833,91,73,32,7,7,18,4,6,6
6303,67,118,31,0,3,5,0,14,6
6310,102,77,27,0,2,6,5,17,14
4830,107,79,38,4,7,9,2,4,9
6329,97,130,23,0,1,1,0,21,3
4921,104,39,48,5,2,8,5,24,19
4832,89,74,42,6,5,12,0,3,8
6328,120,112,21,0,0,1,1,22,6
6331,109,143,18,0,0,0,1,11,3
6309,84,117,30,0,2,1,3,10,11
6320,94,93,29,2,0,4,1,18,12
6316,87,109,23,3,1,5,1,15,6
6330,114,100,33,1,0,1,0,17,6
6319,106,94,28,1,4,1,1,21,6
6318,101,92,31,2,1,3,1,10,9
4922,92,68,30,2,9,7,4,36,9
6317,100,76,40,1,1,2,4,10,12
6313,120,90,21,1,2,3,4,12,9
4923,88,70,35,4,3,11,3,24,7
6311,116,81,23,0,1,2,1,11,12
6314,98,113,27,1,0,5,2,10,5
6315,112,90,24,2,1,4,0,7,4
6308,81,114,25,4,1,4,1,12,8
6312,97,91,40,1,0,3,8,11,8
6306,77,130,33,1,0,6,3,12,8
6304,104,110,22,2,2,4,4,12,6
6307,124,89,18,3,2,0,1,8,6
6362,174,42,8,0,0,2,0,67,0
6359,102,70,15,0,0,1,0,91,4
6361,146,47,13,0,0,0,0,75,0
6363,142,48,12,0,0,0,0,83,3
6302,107,132,21,0,1,9,5,2,9
6299,80,127,33,2,1,3,2,12,13
6301,111,108,22,1,0,1,1,8,12
6358,131,55,21,1,0,3,0,73,3
6298,95,98,38,2,2,4,6,11,0
6295,115,94,28,4,1,8,3,11,9
6294,90,94,27,3,0,8,0,22,16
6325,98,120,17,3,1,5,2,7,11
6296,93,104,28,5,0,7,0,15,8
6327,84,107,24,0,2,8,1,16,3
6300,96,95,26,3,0,4,3,8,12
6360,149,53,7,1,0,1,0,71,0
6324,123,91,30,1,2,1,2,16,9
6326,99,97,26,1,1,10,1,10,0
6321,96,117,18,1,3,6,4,12,4
6286,114,101,23,3,1,5,2,5,3
6283,111,106,26,1,0,2,3,0,0
6280,95,94,39,0,0,1,2,2,18
6281,88,106,33,4,0,3,1,17,8
6284,94,98,30,4,2,4,1,9,7
6322,101,112,22,4,1,1,0,12,6
6323,121,78,26,1,0,2,3,11,7
6278,115,91,26,0,1,2,5,21,17
6282,94,109,28,5,2,5,5,13,2
6305,132,63,34,2,0,8,2,13,8
6285,95,116,32,2,0,5,1,11,6
6292,103,97,19,2,1,9,6,14,12
6293,113,95,21,14,1,1,0,22,0
6288,82,117,36,2,0,6,4,12,6
6291,110,90,37,1,1,4,3,11,8
6287,129,88,27,3,3,3,2,14,10
6290,106,100,30,1,1,4,4,9,5
6289,94,99,19,0,1,5,2,9,4
6279,108,92,35,2,1,2,3,17,13
6297,95,112,19,2,1,7,1,10,18
6355,161,36,8,0,0,2,0,73,5
4881,76,65,38,3,9,9,1,32,7
6356,129,75,11,0,0,0,0,67,2
6357,132,73,21,0,0,1,0,52,0
4825,84,83,42,3,1,10,5,3,4
4880,71,94,51,0,4,5,4,29,5
6354,69,55,1,0,1,0,0,5,1
4878,85,62,42,2,4,6,9,35,5
4879,102,75,33,5,3,5,4,45,7
4876,99,69,51,3,4,6,3,38,7
4882,89,59,39,5,4,10,3,32,5
4875,94,61,47,1,1,9,6,33,2
4877,116,54,34,4,2,12,1,25,4
4874,123,44,31,2,5,17,3,42,3
4928,148,36,26,3,0,12,2,1,6
4904,78,78,49,2,3,8,0,27,13
6353,92,107,13,0,0,0,0,9,0
6352,108,100,4,0,0,1,1,11,3
4927,137,37,22,4,0,6,4,13,6
4902,90,76,31,0,4,14,3,41,9
4901,80,60,42,4,2,8,1,35,5
4903,108,54,32,3,1,12,0,33,2
5865,54,70,17,10,2,2,3,6,6
5512,94,59,34,8,10,1,0,5,14
5862,39,22,121,0,0,1,1,6,3
5495,101,75,38,12,4,4,2,4,9
5496,99,83,39,3,8,4,1,4,1
5832,113,69,61,4,6,2,2,0,10
5492,87,61,50,3,6,3,1,7,9
5833,103,71,63,7,2,2,2,6,9
5841,96,98,55,5,5,2,1,9,6
5493,105,63,33,4,4,1,3,7,12
5695,103,73,34,2,10,5,1,8,9
5808,96,77,39,4,8,2,1,2,10
5680,119,72,32,6,13,2,1,5,11
5494,114,61,40,2,2,1,0,6,3
5694,120,74,31,8,6,7,2,5,7
5696,119,81,27,4,11,2,4,2,15
5807,120,79,43,2,6,3,6,2,4
5530,124,38,27,16,2,4,2,6,5
5529,121,59,22,11,2,3,5,14,20
5528,129,90,18,6,4,3,0,5,9
5527,118,57,40,8,3,11,3,9,13
5526,113,74,27,8,4,1,3,4,12
5831,88,109,37,5,2,1,0,2,12
5539,,,,,,,,0,0
5525,128,44,32,11,1,3,4,2,22
5805,140,46,33,3,2,4,3,6,11
5802,102,87,29,5,11,6,3,5,11
5524,133,63,23,9,3,4,3,1,8
5523,141,57,26,7,2,0,0,5,9
5801,124,66,33,7,7,7,4,7,12
5803,113,70,34,3,11,3,1,6,3
5804,95,71,36,4,18,5,3,2,11
5806,99,75,35,2,9,3,6,5,10
5646,116,63,23,2,11,2,0,2,8
5643,113,75,30,6,11,6,0,2,6
5645,113,56,33,2,8,4,3,1,15
5647,110,77,37,2,12,2,1,3,12
5642,109,93,31,3,13,6,0,6,13
5644,111,64,30,6,15,5,2,11,13
5640,110,71,37,4,21,1,1,5,5
5638,107,88,30,1,11,4,1,3,10
5637,107,80,36,2,8,4,1,11,7
5641,87,111,33,2,12,5,1,7,8
5693,107,58,28,3,11,10,1,12,15
5691,107,75,37,1,6,2,0,4,20
5636,128,62,31,4,11,1,1,2,13
5690,116,52,34,3,6,1,1,5,15
5688,0,0,0,0,0,0,0,0,0
5511,98,60,31,7,10,2,2,4,9
5639,89,116,31,4,6,3,2,5,8
5692,100,78,34,2,12,8,3,5,13
5689,114,74,35,6,10,3,1,6,10
5686,127,56,29,3,13,7,1,3,3
5687,105,75,33,4,12,4,1,0,10
5685,120,76,33,1,6,2,3,6,8
5684,140,54,31,6,6,1,3,4,6
5681,113,52,38,10,9,4,0,4,11
5682,99,67,34,8,5,5,1,5,22
5715,0,0,0,0,0,0,0,0,0
5716,103,72,30,3,8,7,2,4,17
5513,112,43,33,14,6,4,2,9,10
5683,97,97,27,0,12,7,2,12,12
5714,113,57,26,11,13,2,1,6,10
5713,128,44,34,3,10,2,3,4,12
5710,112,80,35,6,9,2,2,4,8
5706,124,60,26,5,5,5,3,6,10
5711,110,80,25,3,9,3,6,4,10
5707,110,52,46,7,6,2,2,5,11
5709,123,53,41,6,3,2,1,6,13
5705,125,49,44,6,10,2,1,5,10
5830,90,124,24,8,3,0,0,8,9
5829,78,104,38,7,5,0,5,6,14
5712,133,79,27,0,7,2,0,8,6
5853,136,98,16,0,2,2,0,15,2
5828,99,59,63,9,5,2,9,6,11
5708,142,47,38,3,7,5,0,7,8
5852,175,55,16,2,4,1,2,26,7
5864,62,64,20,6,0,2,5,3,12
5857,140,80,15,6,5,2,0,19,8
5851,136,103,15,1,3,1,2,18,1
5856,123,92,18,1,1,1,1,29,7
5850,134,82,24,0,1,2,1,18,5
5858,141,69,32,4,4,1,0,18,3
5855,161,76,13,3,4,1,2,24,3
5854,159,56,27,3,4,0,0,22,6
5846,93,82,51,1,4,3,4,10,4
5847,91,83,71,3,5,1,3,8,2
5845,92,79,53,8,1,0,2,8,11
5843,105,83,50,10,1,0,1,8,3
5844,73,90,56,4,0,3,0,11,9
5848,98,91,50,5,8,3,4,7,7
5489,118,57,46,5,3,2,1,8,10
5490,109,65,28,9,3,3,0,9,7
5488,123,63,36,2,5,0,1,6,4
5842,118,38,73,6,1,1,2,8,14
5612,31,4,3,8,1,1,1,1,1
5491,95,91,33,8,9,3,1,1,11
5861,97,48,13,5,2,0,2,6,7
5863,45,34,111,1,2,0,2,4,1
5860,102,44,11,5,0,2,2,10,6
5790,123,46,41,2,2,0,4,6,17
5522,151,56,25,6,1,2,2,6,15
5514,151,40,31,6,4,4,1,7,6
5785,103,79,36,1,10,4,2,7,8
5786,126,44,36,8,4,4,3,6,14
5717,111,59,36,3,5,3,2,8,14
5679,93,70,37,3,11,3,1,8,7
5678,110,63,43,8,5,6,4,5,13
5656,107,79,45,4,14,2,2,8,7
5799,108,66,30,7,4,4,1,8,15
5655,120,67,45,4,10,3,0,9,9
5787,90,75,28,2,8,3,3,6,14
5633,137,38,32,10,13,2,4,2,14
5800,124,80,21,6,11,2,5,6,6
5657,117,75,28,4,7,2,2,1,10
5654,124,68,39,2,3,1,1,3,8
5635,118,51,27,5,9,0,1,6,17
5634,115,62,29,7,7,3,2,10,15
5629,145,48,23,0,9,2,1,1,6
5631,116,66,27,4,11,2,1,9,19
5632,97,71,33,3,12,5,1,5,15
5624,0,0,0,0,0,0,0,0,0
5627,108,65,22,3,12,7,1,2,8
5625,113,66,30,9,6,4,0,2,11
5630,115,89,35,3,7,3,2,5,13
5628,96,77,21,3,19,1,1,3,8
5620,129,58,37,5,5,5,2,3,6
5619,111,76,34,2,7,3,0,4,11
5623,85,76,38,4,12,4,1,9,5
5626,146,40,31,0,9,1,3,6,12
5618,108,66,53,4,11,2,2,1,11
5789,132,40,28,8,11,2,3,13,9
5622,104,61,35,3,9,2,1,5,31
5788,114,30,52,3,9,7,6,4,11
5621,114,59,33,1,8,4,2,5,14
5536,133,56,28,8,4,5,2,14,16
5616,130,40,43,5,10,4,1,5,11
5614,133,56,27,6,9,3,1,6,9
5613,120,70,28,0,8,4,2,6,8
5617,92,62,38,3,9,2,1,6,25
5615,138,43,37,3,5,1,3,2,14
5652,106,90,31,6,14,4,2,1,8
5651,95,91,30,4,13,6,1,3,15
5653,105,68,30,3,10,4,3,6,13
5650,96,83,27,1,8,7,2,9,14
5795,108,73,36,3,9,9,1,10,7
5798,118,65,45,4,6,6,0,7,13
5649,112,53,32,4,8,2,2,5,11
5648,106,51,41,5,10,1,3,3,14
5728,100,72,34,3,3,3,3,5,8
5794,103,83,26,8,9,8,4,6,4
5796,116,60,41,6,7,1,3,5,13
5797,106,76,25,4,9,1,0,3,9
5726,118,56,25,6,1,1,3,15,9
5793,107,70,47,8,13,1,2,3,11
5792,121,58,34,7,7,3,2,6,12
5725,126,60,33,1,16,7,3,1,7
5791,130,59,36,3,11,4,1,5,10
5727,107,60,29,4,13,3,2,11,11
5723,106,68,41,3,5,2,4,5,15
5724,111,73,27,6,21,6,2,8,14
5722,129,52,34,5,13,2,3,11,14
5720,91,93,28,2,15,2,5,4,9
5721,95,72,35,5,11,2,1,10,14
5718,142,54,23,5,4,5,3,7,11
5719,116,59,22,3,16,3,1,6,15
5677,125,68,35,5,7,2,0,16,6
5676,119,29,31,7,4,2,6,7,23
5675,102,85,41,4,10,3,1,11,8
5669,106,58,37,2,7,3,2,6,14
5671,121,97,21,3,11,6,0,5,9
5672,96,71,23,1,11,6,4,3,11
5673,101,70,43,4,12,2,5,7,6
5670,100,97,30,0,5,3,2,5,11
5668,106,74,39,3,10,4,1,7,12
5667,123,54,36,4,11,3,2,7,6
5752,115,80,35,3,7,4,0,6,9
5748,134,52,27,4,11,3,4,9,0
5674,90,79,34,2,17,6,2,8,7
5749,123,44,31,1,10,5,1,13,10
5747,122,51,32,5,12,3,2,10,6
5750,123,80,22,5,9,4,2,6,12
5746,115,70,41,1,12,7,1,4,10
5751,125,60,39,4,6,2,4,3,12
5744,100,84,40,6,9,3,1,9,10
5742,129,50,29,7,11,5,1,10,15
5741,98,77,28,8,4,10,4,5,15
5745,125,56,33,6,8,0,3,7,14
5740,125,53,38,8,19,9,1,9,7
5782,104,99,27,3,7,3,6,5,6
5784,85,96,25,5,14,4,5,3,9
5743,110,64,26,8,7,5,2,7,13
5780,135,54,25,2,8,3,1,10,13
5783,108,75,36,6,11,0,0,7,14
5781,99,69,54,6,7,3,1,7,8
5779,119,41,30,2,6,2,3,11,9
5739,115,64,38,8,10,6,2,4,9
5775,110,93,34,1,6,0,2,2,9
5774,93,76,30,0,18,6,3,2,7
5777,114,71,28,5,13,3,3,11,7
5778,113,96,29,1,10,4,2,3,7
5772,115,80,34,3,8,2,6,5,10
5773,100,89,23,3,11,1,7,7,7
5776,105,68,31,8,18,5,3,5,12
5771,116,65,25,4,7,4,2,7,5
5770,118,35,40,6,7,4,1,9,11
5768,103,74,38,4,13,2,3,5,5
5766,105,82,32,2,8,6,1,2,14
5767,103,93,29,3,13,0,3,2,9
5518,136,76,33,4,2,5,0,3,7
5517,117,109,15,8,0,9,1,5,10
5765,118,64,39,0,5,6,4,4,25
5520,141,69,22,7,5,4,2,6,5
5516,150,55,23,9,1,4,4,5,11
5521,135,43,35,3,3,0,3,8,11
5519,134,66,25,4,3,2,3,12,9
5769,108,47,37,5,9,3,2,1,18
5515,136,58,33,5,1,1,2,5,7
5532,126,51,34,10,4,4,2,14,10
5534,136,75,30,1,2,3,3,6,1
5533,134,76,19,7,1,6,1,9,7
5535,135,62,32,8,1,4,0,9,13
5501,102,90,31,4,1,1,0,2,1
5502,122,46,40,13,7,3,3,2,9
5503,108,78,28,7,6,4,2,6,9
5704,111,69,38,5,20,4,3,3,7
5753,107,95,31,3,12,1,0,7,8
5666,0,0,0,0,0,0,0,0,0
5702,130,73,35,2,15,3,2,4,9
5701,119,98,29,3,2,2,3,1,6
5737,107,71,32,9,8,2,4,4,7
5665,117,64,31,3,7,2,4,5,10
5703,119,72,28,4,15,5,3,7,7
5736,91,89,34,6,12,3,2,5,4
5738,102,87,20,7,6,4,2,2,16
5735,120,89,20,1,14,2,2,14,5
5733,116,53,39,5,11,6,0,6,12
5664,104,87,25,1,23,3,2,1,10
5734,116,48,33,1,17,2,1,32,26
5818,128,52,34,7,10,3,2,6,15
5819,115,57,21,1,9,4,3,6,14
5732,100,96,41,3,6,6,1,4,5
5820,118,73,37,3,14,2,0,3,8
5817,107,87,30,4,8,5,1,3,8
5813,114,38,29,9,11,0,1,5,9
5812,107,52,41,6,11,1,3,8,13
5810,114,66,37,5,9,5,2,6,10
5814,103,64,35,10,11,14,2,5,14
5731,95,88,42,3,7,4,2,3,6
5816,110,49,30,9,7,6,2,9,10
5809,92,85,33,4,17,4,0,8,7
5811,0,49,38,9,8,3,3,8,11
5729,125,52,27,6,11,3,2,3,11
5815,91,92,26,2,10,1,1,8,8
5826,123,71,34,4,5,4,6,8,5
5504,106,52,26,6,5,2,2,5,7
5827,102,73,52,3,6,4,3,9,12
5825,118,58,32,4,4,2,0,9,18
5823,109,69,34,2,8,9,3,4,6
5730,111,37,25,5,11,3,1,18,12
5822,129,46,38,8,9,5,1,7,14
5824,117,66,28,2,14,7,8,6,9
5760,140,58,28,3,7,4,1,9,15
5762,129,47,41,3,6,2,2,6,9
5764,111,66,28,3,9,5,2,4,11
5821,127,72,17,3,11,3,2,7,2
5761,130,60,38,4,7,2,2,7,10
5763,114,63,43,2,7,3,2,2,6
5756,141,47,27,4,6,3,1,4,13
5755,107,55,36,6,7,2,5,5,10
5531,128,70,32,4,6,2,1,6,9
5758,127,57,31,7,3,5,2,9,7
5759,134,55,30,4,8,4,3,5,14
5754,123,82,18,2,13,3,4,5,4
5662,103,83,30,2,10,0,1,6,14
5757,122,66,34,3,6,3,0,4,10
5660,113,79,31,1,11,4,5,4,7
5663,80,133,20,5,12,2,4,2,4
5661,120,74,39,4,15,1,2,5,15
5700,115,74,25,8,5,3,2,9,10
5658,108,70,33,4,9,6,5,6,11
5698,107,72,46,3,12,6,1,3,13
5500,109,57,41,7,2,1,2,10,13
5659,113,46,40,8,11,2,1,9,9
5697,126,62,40,4,6,5,3,6,10
5497,107,33,55,11,3,5,3,14,19
5499,119,49,43,8,6,3,3,2,6
5465,49,34,7,0,0,1,0,11,0
5509,100,56,33,6,5,3,1,3,5
5498,109,64,34,3,5,2,1,3,8
5508,111,50,35,13,2,0,0,8,10
5506,106,50,33,12,3,2,1,13,10
5507,109,56,33,7,9,2,2,7,19
5699,114,59,25,9,11,4,3,12,8
5510,76,105,42,2,2,5,2,6,9
5505,119,52,32,13,3,3,1,4,6
5584,123,36,33,5,8,3,1,14,13
5559,125,27,25,7,5,3,1,19,17
5538,76,98,12,9,2,1,3,9,22
5556,119,27,27,5,12,2,5,8,17
5558,137,30,29,10,8,1,1,14,14
5548,144,34,26,3,6,4,3,6,11
5560,132,39,29,7,10,3,1,9,21
5611,137,38,27,4,7,1,3,4,12
5849,45,29,6,1,1,1,3,5,7
5549,122,53,28,4,3,2,5,7,18
5557,134,36,40,4,3,3,2,6,15
5555,127,26,30,3,3,3,6,22,0
5554,163,25,30,5,2,2,3,8,8
5551,140,38,27,5,7,1,1,6,14
5550,112,45,27,2,8,1,1,13,19
5569,150,35,27,5,5,1,2,9,12
5566,140,35,30,2,3,2,0,3,17
5568,130,31,21,6,9,2,3,10,16
5583,141,27,43,6,6,2,2,7,14
5840,72,115,51,3,3,0,2,2,9
5610,132,39,35,3,7,4,4,10,10
5567,123,35,25,3,9,0,2,9,16
5564,149,21,32,3,6,1,1,8,10
5484,67,22,7,12,5,1,2,2,4
5563,162,15,23,10,6,1,0,4,12
5562,132,37,36,6,8,2,1,8,15
5537,65,129,14,10,2,2,4,7,15
5545,0,143,41,5,4,0,2,1,10
5546,139,30,25,9,13,6,3,4,21
5565,117,33,30,6,7,1,2,39,8
5543,141,34,36,7,7,3,2,9,12
5542,156,31,26,6,9,1,3,13,15
5561,152,27,30,5,8,1,2,9,16
5552,137,34,31,6,4,1,3,8,10
5547,46,5,10,0,1,0,1,1,1
5608,136,27,30,2,5,1,5,10,19
5553,135,31,31,4,10,2,3,9,11
5544,148,38,27,6,3,1,1,6,13
5541,132,30,22,11,5,3,7,7,12
5606,145,32,26,2,6,3,2,18,16
5540,145,23,30,11,2,2,2,4,16
5605,131,25,52,7,2,1,5,4,19
5609,128,33,24,2,4,2,4,4,18
5607,136,29,39,6,4,1,7,6,23
5603,110,37,31,2,1,2,3,7,18
5859,139,33,28,8,5,1,0,11,6
5601,146,35,31,2,6,1,4,8,20
5838,86,71,65,2,4,2,1,7,7
5839,94,75,59,5,2,1,2,8,9
5602,131,31,26,6,5,3,6,5,11
5836,89,64,87,1,1,1,1,14,11
5834,66,106,60,5,2,0,1,7,14
5837,85,90,60,5,5,0,0,10,11
5599,128,27,29,10,3,1,2,13,21
5604,154,14,48,9,6,0,1,5,10
5600,149,27,23,5,3,1,1,11,17
5596,117,35,37,12,6,0,4,7,10
5835,81,90,53,6,2,0,1,8,10
5597,129,30,28,3,6,2,2,8,17
5595,118,45,34,3,3,5,2,6,15
5594,132,37,28,3,10,2,6,3,22
5598,157,25,24,4,4,0,2,6,10
5593,135,27,23,11,4,2,6,10,12
5592,128,24,24,6,8,3,2,8,12
5587,132,24,38,5,8,2,3,9,13
5586,135,31,22,2,6,3,2,9,11
5589,131,26,26,5,3,3,0,7,12
5590,134,46,22,11,1,2,5,5,10
5585,137,25,30,9,5,3,2,8,17
5591,138,50,30,10,1,0,3,2,16
5580,130,31,45,4,6,3,5,15,15
5581,124,42,23,4,3,0,3,16,10
5588,121,31,30,10,3,2,2,4,15
5578,135,23,34,11,5,4,3,9,8
5577,138,28,15,4,4,3,0,35,5
5574,151,28,29,0,3,0,0,8,14
5582,141,37,35,3,5,2,1,8,10
5579,152,20,26,8,4,5,1,7,12
5575,149,22,32,7,5,0,5,7,12
5571,141,36,35,5,4,3,0,4,9
5573,124,40,38,3,10,2,1,7,21
5570,129,21,32,3,4,3,8,11,17
5576,141,40,40,2,2,1,1,4,9
5572,152,20,4,5,1,0,3,8,8
5478,104,56,70,9,4,4,2,3,4
5486,86,110,11,13,1,0,1,9,7
5464,98,23,11,7,0,1,0,2,7
5274,90,76,8,6,4,0,2,4,9
5447,149,53,22,8,13,4,2,3,7
5453,11,13,6,3,0,3,0,5,3
5462,15,4,7,2,1,0,1,0,1
5482,125,44,70,4,6,2,0,8,5
5450,57,83,15,2,0,0,1,6,1
5418,132,75,22,6,1,2,3,6,9
5429,153,92,17,0,6,2,1,16,1
5427,147,80,22,0,4,8,0,24,3
5407,103,75,24,8,2,3,0,4,10
5430,147,108,10,3,1,2,1,18,3
5406,100,94,26,4,1,2,2,5,7
5416,100,85,28,5,0,2,2,11,8
5415,134,58,23,8,3,2,1,10,8
5428,124,104,15,1,4,2,0,23,2
5398,0,0,0,0,0,0,0,0,0
5417,117,77,17,12,2,3,1,2,11
5408,113,79,28,5,1,2,1,5,9
5399,128,48,33,8,13,6,6,5,19
5405,105,94,20,7,1,3,2,11,10
5369,128,41,45,7,14,3,0,4,11
5370,126,36,39,3,6,3,5,3,18
5400,131,34,52,7,5,1,4,4,17
5368,127,46,40,5,7,2,6,15,14
5367,114,64,39,9,9,6,2,7,10
5363,134,61,38,0,7,4,3,4,6
5361,138,38,45,3,8,4,3,11,8
5364,122,62,38,3,6,7,2,14,7
5366,123,53,48,5,8,3,4,8,7
5360,127,40,40,6,13,6,1,15,19
5365,121,71,40,3,10,2,1,10,11
5355,111,43,47,6,11,4,2,11,7
5362,128,44,37,6,8,1,2,9,11
5358,127,62,52,5,9,3,4,15,0
5359,131,54,36,3,7,2,5,5,17
5353,120,53,35,8,9,3,2,2,16
5356,140,59,31,5,5,0,2,6,15
5357,119,44,45,6,6,1,1,12,18
5350,114,54,40,5,19,9,2,6,7
5351,103,70,43,7,13,7,1,5,7
5354,121,36,28,9,13,5,1,8,11
5349,120,68,34,3,4,6,3,2,8
5352,121,57,37,6,13,6,2,9,10
5345,111,55,27,3,13,10,6,9,7
5451,77,80,9,3,1,0,2,2,2
5341,126,73,46,6,16,2,2,1,8
5346,133,54,28,5,7,2,1,0,6
5347,127,33,34,5,13,1,3,7,25
5343,131,54,42,9,6,1,1,8,7
5344,112,56,39,8,10,5,2,3,8
5396,119,64,39,3,10,1,2,8,13
5348,112,63,48,7,8,4,1,11,15
5394,127,51,45,5,8,4,1,8,14
5342,138,37,39,3,11,1,4,2,19
5391,129,59,43,6,13,7,1,4,9
5390,0,0,0,0,0,0,0,0,0
5397,129,44,45,14,4,3,5,3,17
5395,142,32,30,5,11,3,1,5,7
5392,127,27,39,3,7,2,1,7,25
5404,105,74,20,5,2,1,1,5,8
5448,139,46,31,9,2,0,2,7,10
5393,146,56,40,1,3,2,0,8,14
5463,83,34,16,4,1,0,1,4,8
5452,97,61,21,4,0,0,1,3,3
5414,110,77,23,6,6,3,1,5,9
5412,132,71,15,9,0,0,2,11,8
5403,85,116,17,2,1,2,2,8,4
5413,124,67,13,4,1,3,6,15,7
5409,115,81,17,6,0,2,2,6,5
5402,140,57,25,3,0,2,2,11,7
5401,135,82,16,3,2,3,1,3,5
5487,93,95,15,9,1,4,1,9,6
5411,96,80,16,5,1,1,0,17,7
5483,60,85,6,3,2,4,2,3,1
5423,102,52,17,4,0,0,1,8,10
5382,123,45,51,5,17,4,0,7,13
5383,112,65,39,3,12,10,2,2,7
5410,114,73,26,6,1,0,0,5,9
5330,123,66,36,2,4,4,3,6,11
5329,125,82,41,3,10,3,3,4,8
5435,38,16,12,5,4,0,1,3,2
5323,124,39,53,6,7,1,5,21,10
5328,144,51,46,6,6,2,1,5,11
5326,128,52,28,7,8,3,3,28,0
5327,121,37,31,6,5,2,4,7,30
5324,142,31,28,4,7,6,3,9,10
5381,114,58,48,9,13,2,4,9,13
5322,118,48,49,4,6,7,4,4,12
5422,118,57,12,3,2,1,4,1,3
5424,141,43,14,6,1,1,5,2,1
5387,126,47,43,6,11,3,2,3,8
5389,137,35,49,4,7,5,4,10,11
5325,125,55,42,12,13,9,3,4,10
5386,109,35,39,12,7,0,1,13,14
5385,133,33,38,1,3,0,6,2,13
5388,97,66,31,10,9,7,4,13,13
5319,127,38,45,5,6,2,5,6,9
5384,128,38,33,3,12,2,6,6,15
5320,133,27,48,9,4,7,6,12,10
5336,127,57,46,3,4,2,3,11,14
5340,126,52,49,1,6,5,3,3,8
5318,126,42,44,8,5,1,3,4,12
